"","Module_1","Module_2","Module_3","Module_4","Module_5","Module_6","Module_7","Module_8","Module_9","Module_10","Module_11","Module_12","Module_13","Module_14","Module_15","Module_16","Module_17","Module_18","Module_19","Module_20","Module_21","Module_22","Module_23","Module_24","Module_25","Module_26","Module_27","Module_28","Module_29","Module_30","Module_31","Module_32","Module_33","Module_34","Module_35","Module_36","Module_37","Module_38","Module_39","Module_40","Module_41","Module_42","Module_43","Module_44","Module_45","Module_46","Module_47","Module_48","Module_49","Module_50","Module_51","Module_52","Module_53","Module_54","Module_55","Module_56","Module_57","Module_58","Module_59","Module_60","Module_61","Module_62","Module_63","Module_64","Module_65","Module_66","Module_67","Module_68","Module_69","Module_70","Module_71","Module_72","Module_73","Module_74","Module_75","Module_76","Module_77","Module_78","Module_79","Module_80","Module_81","Module_82","Module_83","Module_84","Module_85","Module_86","Module_87","Module_88","Module_89","Module_90","Module_91","Module_92","Module_93","Module_94","Module_95","Module_96","Module_97","Module_98","Module_99","Module_100","cellularity.Median","cell_voronoi_area.Median","cytoplasm_background_intensity_mean.Median","edge_length.Median","nucleus_area.Median","nucleus_background_intensity_mean.Median"
"TCGA-02-0001",0.331250572584075,1.06657943651989,0.213200195658574,-0.859301207771762,-0.0466998939986458,0.803880024247154,0.575890854346282,-0.626626403353116,0.507252019512524,-0.118342764064529,-0.898435243425588,0.789707577032346,0.59321331542641,0.536067464427445,-0.00422649505999324,-1.11630084835078,-0.0214082949380439,1.21044411942855,0.673164545285124,1.42906344437204,1.26510112642637,-0.357321001355795,-0.120617433542043,-1.17987572567787,0.556209819487145,-0.193109450708138,-1.09796619230984,-0.603525290400842,0.296561300274497,-0.00191385394449046,0.136899662825108,-1.4304226396361,-0.0221978838390804,-0.0802800288774205,-1.40071973602225,-0.240164984205093,0.457684340628578,-0.03960562898517,0.557202055906734,0.0920555443183404,1.7217768115334,-0.731172175584817,-0.393448620983676,-0.0318002313204217,-0.702048655900112,-0.13353934480588,1.07130439258063,0.222983442729829,0.513199353435565,-0.661470815497019,-0.304083903880749,-0.338287577968033,-0.347337513593853,-1.16103541826558,1.72073782840399,-1.33209271281136,1.49836700189266,0.746848331068726,0.23874750774777,0.00859119157786394,0.156335280701591,-0.362690533116471,1.07072158700224,0.528393396182679,-0.900498700204974,-0.712359770041085,0.526208884129748,-0.832636382204427,-1.43524602807974,0.809336709002188,-0.763752310579797,-1.00971936718939,0.494884328810237,0.655058562851057,-0.776086989750912,-1.4676061621336,0.914127344560912,-0.0819897876575931,-0.916842379513595,-0.789346030299334,0.505518016764111,-0.919436752457204,0.950429322754836,-0.659781071395228,0.414104128308548,-1.07347147397888,-0.955969075324635,1.46303802868911,1.70475149788783,-0.968746750158489,-0.319218565733235,-0.0998379697949194,-0.861788189308787,1.08247994300235,-0.301859724837851,1.89670774485587,0.38414258348601,0.911260346736554,1.45990586673528,-0.6721340231364,-1.63957701211016,2.33541042194058,0.0726113596051091,2.61550006842294,-0.726322831857686,-0.375239666656322
"TCGA-02-0003",1.35497290858622,1.47907496250096,-0.701049705317262,-0.150362559525804,-0.520779356128846,-0.371200855946017,1.73611125451714,0.450904221556286,-0.676038421920991,0.328904479932125,1.42943386510444,-1.37309473870183,-0.242603712359611,-0.130190961160888,-0.569624003033232,1.07652566118123,0.287859093027807,-0.511972436281499,-1.09590775410754,-0.0905733341384531,0.0545997697875523,1.23606762856393,0.668152742844182,-0.00682803898516226,0.264975384634284,0.646372572880511,0.223401507045832,-0.324440778179227,0.212291961508634,-0.753373673179043,0.583086260674241,0.12799613959235,-0.25028269966765,0.210929894260216,0.574768798327126,3.48007159420987,-1.11374188307015,0.108708911152023,1.02687248112443,-0.2347421141296,-0.7796378867705,0.834778409015665,0.334825068845567,-1.01617210648859,0.679212277877211,0.186679993325398,0.242713595611971,0.45492780649995,-1.0745803118413,-1.14258352961429,0.578997566268585,-1.29681624215714,-0.967590388880505,0.810908510723925,0.593487431231579,1.58465655418143,-1.12516965149174,-0.852238311377671,-0.931971006090625,-0.40686712025442,1.19019409477203,0.918344153045805,-0.917676180018082,0.103669854355112,0.0947065500130549,1.21453595654563,0.379388874671082,0.686329240780902,0.801794734330598,-0.276973599167511,-0.138528378073872,1.23500274932061,0.762649506141908,-0.346412496975327,-0.151523742078466,0.374560034096066,0.501696325807235,-1.11045049411049,-0.0254882580706115,-0.703161672486979,-0.813223580346564,1.30423220441475,-1.52284784165714,0.535175479640137,-0.00174075483687514,0.039152056247572,0.144661728558575,-1.33020344495114,-0.534884568310486,0.97193507219105,0.944218608883966,-0.217629049210477,0.0877113877205751,-0.784474779805907,1.31141315805665,1.20070894762021,-0.345363710630973,-0.0508240669508672,-0.581956192722971,-0.796454769445034,1.10569791802781,-0.875598258992622,-1.33828300902913,-0.769094510718164,0.805732650748814,-1.36897736481317
"TCGA-02-0004",-0.841436573535841,-0.0325106952858188,-0.412853524267619,-1.34277767835991,0.929035609079441,2.09214593794047,-0.180644000369355,-1.59261246081288,0.591252408822637,-1.59485174137241,-1.3130998233663,1.1100806722227,-1.10700582622941,0.0333828925031604,4.53783752958062,-1.06093335251881,-0.103236712976006,0.409662868496653,0.0604536741344648,-0.329778685597861,0.629672018772045,-1.09961880936643,-0.81924561631647,-1.48218838794164,-0.262507061215023,-0.628884743425588,-0.580810888211055,-0.507075580857157,0.433514417864857,1.92801449694026,-0.720264286268444,-0.671169867941519,-0.920475124349899,-0.849271383285361,-1.51465790373193,-0.050759667444613,1.03950986200225,4.40753119294023,-1.32046258385967,-0.874147738011055,0.774697711907091,-1.02632441933707,-0.430375688900617,1.33870464974933,-1.06867239352603,-0.932224245751808,2.03901729026393,-0.724747075824096,4.57908148440044,0.327746382775721,-1.16264599583997,-1.03455018501178,0.24562775888292,-1.83257622517011,0.161445199173584,-1.42065844890227,1.40963595917781,0.640567031153283,0.457390119762255,0.499630863375958,-0.575706984622377,-1.81083687494253,1.51148903682308,0.45836168881277,-0.452456871640825,0.294061104158503,-0.15244790505138,0.307428882283758,-1.90832583591184,0.200999707713571,-0.843155724980318,0.144383276008654,0.0588760371084963,1.03984129066682,-1.33324226752283,-1.94508669526979,0.429749715291456,-1.2209722558428,-0.181419359568477,1.40916898739037,0.903344458907834,0.0576177818440264,0.423701677302739,-1.63680949515443,0.698080775282198,-1.76295080587156,-1.1333903148713,1.70388883543546,1.39406217733028,-0.81482813299434,-0.637307871619218,0.800012933285872,-0.567352986269037,1.80321238870321,-2.21592756590984,-0.29408662412955,1.00942286351767,1.11901874118305,-0.850726333224852,-0.790350776568909,-1.41354473082151,1.9027204466291,-1.27361225977859,2.03562972516006,0.655531132846216,-1.27153839312191
"TCGA-02-0006",0.0801607422488575,0.352132704564071,-0.902130837410137,-1.22588106609265,0.704955040341926,0.748851795439792,1.00005138371783,0.851670618858445,0.678985889636496,-1.09721070654099,-0.751258682354515,0.123288187048915,0.400628351924755,-1.20245591773663,-0.0296095045177249,-0.582605416244894,0.666310171426863,0.438032784514971,-0.00687372655078069,0.600828823626818,0.817699729350123,-0.788044867119031,-0.999295393652861,-0.21904789996287,-0.192360105806237,1.03289447769957,-0.106866218972842,-0.04062874237396,1.04285888114598,-0.464008975541227,-0.509784550693011,-0.333154273669795,0.0711458880496923,0.314590520486552,-0.712173947128561,3.12246106758191,0.679515939798865,0.123319593880879,1.07128535031166,-0.56224257082112,0.178938053916716,-1.07095400602584,-0.270208327597055,-0.906902826070727,-0.802155239149193,-0.453857085653778,0.43955596586859,0.857912272527953,0.0178830306954178,-0.434312997368435,-0.373721308404063,-0.913292593458177,1.16590596045885,-0.87740390409582,-0.269987647626001,-0.0736706400942605,-0.0772300923281224,1.16874382329146,-0.235199841416883,0.704887234620856,0.992538358117466,0.457508298393407,0.993590859335964,-0.0244110651485186,-0.974921861359519,0.187171787428592,1.26699944429145,0.0236565530944014,-0.853235006383871,0.945588747961862,-0.0643167678999308,-0.479097846198695,-0.0686462874502543,0.857590431898849,-0.83802150951696,-0.30833689504007,-0.677785789544432,-0.361358950470282,1.35231031457676,-0.0712398570261243,0.439741448801287,-0.880119202907339,0.8205487483055,-0.453148207752843,0.844309084302494,-0.845376367699166,1.01504229749109,0.322424847115297,1.13027255617719,-0.659515368992763,1.20935488967452,-1.69478391858718,-0.350288704314049,0.513298027945465,0.411369961523282,-0.637814908527089,0.526379625979348,0.302727759082716,1.1554530367419,-0.143842935475593,-1.44467116599538,2.24097278019251,-0.624307185015998,2.46298438649097,-0.335798885310931,-0.730284264113037
"TCGA-02-0007",0.471164541849968,-1.0245654558598,0.830884757680447,0.53655499267566,1.77024050542325,0.261355619153715,-1.35053276285738,0.0184613863905987,-2.17455293594974,-0.345904929107881,0.784414603626664,-0.393727851791712,-0.15475639747711,-0.222622875722754,-1.02654015371815,-0.0799653521726801,-1.6527706308456,0.385717575348494,1.24474902039817,-0.523570294997672,0.0956669135800646,0.892113817547211,-1.89320669250703,2.20136295438915,-1.44509932302769,1.86958433110881,1.43852981614755,0.16995925715479,0.935159458714947,-1.82098578006002,1.03970404423035,-0.0752026418441798,0.775112313892185,0.626035871981326,0.0344158486296177,-0.816498310749977,-1.94333153361894,0.927402485591801,1.93274826803015,0.40125107657618,-0.189848093558692,0.54837962076598,-0.287460555959693,-0.894382339367597,1.91647330458856,-1.27040386931021,-1.10375613147551,-0.042223967584986,-0.40568364591653,3.21339873570079,1.55368826821095,1.17401595782561,-0.174077063879964,0.3726404219406,-0.00939097933789718,0.651405417859078,-0.40404740771928,0.618155748410176,-1.181547308184,2.67122862186984,-0.539396941199837,0.20238210018352,-0.547847284068727,1.62820270260816,-0.494649575738258,-1.16530978409097,1.37877598639901,0.0946588451211611,0.0794551970797784,0.685664860103181,2.51479744091247,0.0448244921054927,-0.695461964793114,2.21701834456859,-0.0216127817865489,0.340917255657601,-1.39557931446055,-0.506808431059434,-0.0719550127898643,3.45010748888876,-1.1316495391003,-0.61970352552563,-0.12834648128342,-0.464004290537586,-1.29256277401719,0.606524978436912,0.773040199158118,0.301893242642699,0.349544453267836,-1.20449542728618,1.51984331340433,-1.97542605503748,-0.981025184618905,0.441884782236892,0.521145037494475,-0.0107213261695943,1.60714508622884,-0.404989513814353,1.46405486874834,-0.485448168380276,1.29220023798219,-1.51392497702838,-0.689121652956996,-1.28678469587038,1.07609538297349,-0.759134158325158
"TCGA-02-0009",-2.03459355296564,-0.172380991815227,0.730411769566988,1.21964402312916,0.511460131816703,-1.14477700325883,-0.0935299739584385,-0.524735131889169,0.112751408483528,0.565800953475564,-0.145594059019659,0.635122013225026,2.05254414129759,-0.900388083257988,-1.28000315453048,-0.529672226103528,-0.0699002453751111,1.28625755468373,0.968332168872027,-0.502235164657981,-0.192338909861272,0.219447140074068,1.27046163437361,0.620419523365388,1.59551014114133,-1.31910306413181,1.03990810920012,0.933095710043427,-1.90827803026539,-0.202698905054055,1.26769297199453,0.579789717721132,1.14455094263275,-1.74262808532861,1.04927462855776,-0.49756325582901,-0.198489121069843,-1.6835155692075,-1.16437136824534,1.37753912778349,0.356590791679573,0.140781307984,-1.8770732781914,1.24956706778978,-0.367654643852043,2.27037976915167,1.0197861037612,-0.807116108091328,-0.918700437671525,2.19904846262874,-0.220472224107865,1.86029341862796,-1.33202577278549,-0.0736286377333224,-1.19947425451604,-0.137597971448822,0.160298175849468,-0.356354121272153,0.66326438434982,-0.980224556663438,0.402720164682018,0.922584596512596,-0.75100273896753,1.38794553967085,0.531162661900281,-0.910547700229491,0.124662712853812,-1.43528653684052,0.752091425201517,-1.25067959558425,1.42928750479096,-0.270984263458835,-1.37397396476766,0.816598940883962,0.425621709182611,-0.750156414077447,0.916840865231814,-0.962159845852518,-0.711854201695824,1.23659457151888,-0.793631333037856,0.596517659349731,-0.134917373143105,0.946430830967962,0.598007258700737,1.2932523895013,-0.5846503440737,-0.489931329219703,-0.569519287405288,-0.57369160259457,-1.49437118872054,0.692614780569284,-1.0675611427959,0.440016757283683,-1.00303047971838,-1.29732768732648,1.52375320862516,-1.87611646989033,-1.15866667969601,-0.423823005977807,0.550914708600116,-0.315642993144648,0.551354286276428,-0.338385361219508,-0.125516760247294,0.455492096132026
"TCGA-02-0010",1.08975942508627,-1.18668833014196,1.19263765485778,1.73910788051892,-1.11517476832167,-0.863081017184735,0.302302494509587,0.49787222888804,-1.16508771038831,1.03762774386102,1.66870171486088,-1.11014674487951,-1.54020043022267,1.8753232167135,-0.807816578362071,2.07484210109498,-0.931707213668788,-1.77133140330199,-2.34644156621566,0.157588240204341,-2.52964674343651,1.33574631651259,1.08995389989351,1.73796954362243,-0.209672684482121,-0.416969349287779,0.504032403186953,0.0286448480315367,-0.686153066372635,-0.567030294023772,0.198771331052551,1.58585346233505,-1.63532055633181,0.380828928786953,1.62418933326594,-0.315379903952183,-0.832144351029911,-0.521119342815667,-0.419800662784702,0.217070115332284,-1.93735814637915,2.06278353805332,2.02037228394833,0.551179239498804,0.873188042777007,-0.185512217927488,-0.651855839105991,-0.947275479163616,-1.01335921254539,-0.640410392410683,0.172558047001667,0.492487715411257,-1.0961820894869,1.67199837233698,-0.291654669173718,1.53165462406429,-1.73420969895668,-1.358254708699,0.145511678611763,-0.913414860913703,-1.09646661457338,-0.567210745928839,-1.46311002761271,-2.05792104750313,1.94817844512892,1.25475952522298,-1.33515883451902,1.80310514028967,2.2095919716373,-1.59236615399492,0.385976282624477,2.04102017649525,0.941950615753038,-2.11141076616597,0.570020274230751,2.27374523279534,0.952684522138179,0.236965923557634,-0.963955201282105,-1.15814884242924,-0.297307369454197,0.221043351468223,-1.64430777454504,1.01211273443136,-1.45924361715659,0.789204188084821,0.000110292400277847,-1.95031796708819,-2.15843093692155,1.52575504845976,0.460124394789217,0.426043531631278,0.701105036366347,-2.00700543006621,0.305790850347926,0.864016747429044,-1.41096579973931,-0.751227806545863,1.3645358372942,0.244574008274978,-0.798551925873551,1.45373003776191,0.298436005636138,1.44159581647054,-0.42591979605249,0.00303541411751618
"TCGA-02-0014",1.89155639239562,-0.824738666244513,3.18082500778389,0.50865075151769,-1.96379499111554,-1.25077127232709,1.57169292006448,0.561635876640869,-1.33952707072009,1.90364499638433,2.3772547802339,-2.12969353303829,-2.59753060286683,3.03851460218263,-0.741831595315646,2.7308935818294,-0.493486696118387,-2.49341855986022,-1.73788780717104,0.172879841748326,-2.42528916949778,1.75450573352874,0.63300500303455,0.158500654757768,-1.61269025703214,-0.0344213138139398,-0.319271230844715,-0.158379294508039,-0.661087114297293,-1.14196490314446,0.770261561863982,1.8882122038534,-1.46021626677592,0.562787410939036,2.20836312113861,-0.145215610707401,-1.2133050742313,0.197829545387175,0.754805694162998,0.156070830185458,-2.74674707163339,2.46939601101238,2.68657748387302,0.536800012876941,1.6962672112866,-1.07623104794878,-2.22359898155815,-0.769915386838512,-1.47431852295785,-1.83638300555507,0.809097867554553,-0.775695092299382,-1.65522338885115,2.77075841572053,-0.0759249537822805,2.0935336703189,-2.45903737742403,-2.09669373469788,-0.491143287184269,-0.871141356425694,0.871648829162053,-0.893844470461438,-1.91678165398506,-2.37354278100292,2.16931854676299,1.55196333182243,-2.55902098211616,2.69729920829118,1.99104433694338,-0.780693393441894,-0.0788796289697887,2.31372760873397,1.03879462092036,-2.54637145068489,1.53522751112065,3.23750806256206,0.120744241039083,0.461645938155951,-0.208584284051241,-1.63717309511275,-0.920920541337694,0.571313717524016,-1.99414203263345,1.11893838990725,-3.2269733096964,1.92378795070615,0.0173847146933466,-1.61828634604755,-2.39319640773533,1.69955448626746,-0.81920085034267,1.71365985924131,2.47510227214421,-2.51848788586721,0.947399338782623,0.823593352096952,-2.51520569578701,-0.0578877510303464,1.0994992749319,0.71887955783477,0.604437222866831,-0.626325154261384,-0.907701812405862,-0.668749911672196,-0.42591979605249,-0.939302150986854
"TCGA-02-0015",0.424575771852702,0.841260697489639,0.520864877864448,-0.92122754857673,-0.870415887509437,-0.211150542418699,0.00644637487958527,0.366588887451952,-0.894860885472307,-1.19405063566457,0.729931486416554,0.596779324063623,-0.19614821336272,1.44985212919273,0.426984305453682,0.704284890253237,-1.43362238531844,0.209915913255705,-0.943329743298479,2.1441113205576,1.35847845809431,1.15331880304893,1.50366500120356,-1.35322500393225,1.38230317064321,-1.31210363951076,-1.40206056334582,0.263598841458583,-0.958794519273976,-0.535864084059366,0.750138207284253,0.486507322814226,0.493171760812108,-0.434753042499764,0.72383102027006,-0.450465875953901,0.168532796976456,-0.526283597969431,0.0986592529167516,0.305871159396818,0.90309455645147,0.91777798717911,0.232026570373814,0.231171178937697,0.659056634658131,0.693955221727725,0.672444815042834,-0.357731818051629,0.809451363865236,-1.04849676203271,-0.804840865491106,-1.20064556316301,1.45907604933431,-0.164388551665069,-0.831810394857813,0.219868120677631,-1.3204727867505,0.416617515990687,1.67178671628445,-1.54976073267094,0.464018408269851,-1.02732692066798,0.111466560128978,0.804774556201878,0.31828179633829,-0.203141686405269,-1.0174364660887,-0.58153328652582,0.892178320329792,-0.0830342827364859,-0.898273150242404,0.768519794478599,-0.802057376228758,-1.00306589269274,1.08531897723424,-0.655641547135817,0.242800240051902,-1.33159647243638,-1.09444159658033,-0.720497569186929,-1.3248995126542,0.954661257495589,-0.735839842448885,0.347135232506591,0.955029793822975,1.8715545598825,1.31560648824713,0.0775969112064666,-0.78391775059262,0.398944142997545,-1.55627401296815,-0.243086865803092,-0.29672434030415,-0.108028316022285,-0.0720291734583847,-0.579464796611932,0.506286928932526,1.21630492839342,-0.755654261822839,0.10422637786063,-0.227838696933617,0.0197580067495154,-0.497895950926007,-0.0461859756858662,1.04605507939297,-0.401669718856243
"TCGA-02-0021",-1.55579883117452,-0.385207167278322,0.901678232932653,0.521750404158822,-0.684129997446779,-1.01306108673,-1.17798886150276,0.0059344154574625,-0.0231255651584738,0.0177930682897526,-0.157066074105946,0.939867857182178,1.38585238924084,-0.964008413111832,0.0962329521516568,-0.360349602749024,-0.728037139309186,0.979152519194639,0.494421176369378,-0.913841452444092,-0.360410171555453,-0.023421528569104,1.32754764787103,-0.591988954249024,1.87207131740503,-1.8037208135659,0.328496920637533,1.23667475172773,-2.16729212573124,2.13153760084615,1.26499259964524,-0.10500651331117,1.18410766761841,-1.25189111132442,1.19463992364338,-0.292326985354529,0.20831343999124,-0.470370639298301,-1.30413964581293,0.293958163787453,0.298807192808204,0.174442849243388,-1.07889604583784,1.64341420066868,-0.42550615454793,2.21705576895728,1.42586211785778,-0.702590639553969,-0.322867188979635,0.031091001030852,0.110131140295442,1.15808244042944,-0.971806275612023,0.0219323271534485,-1.11974345591439,-0.2317552536004,1.45638143473253,-0.60975353855011,1.25722525334849,-1.24359555326328,0.0760858816708474,0.782225758708855,-0.635457567166781,1.07298180545432,-0.0437370450026509,-1.62501052904211,-0.904095038478372,-1.6011532205008,0.476751404662101,-0.573651086514052,-0.564641449803468,-0.503913499743855,-1.54581029291747,-0.369088151176441,2.2187520386008,-0.490040187941976,0.325561601506765,-0.203854180542013,0.535280813084472,-0.550280708518768,0.173558795814267,0.461963284365454,-0.0476277098943487,1.09578748774148,0.210299079381331,1.7537580210904,0.756526846086508,-0.596472850549219,-1.18968484175845,-0.711941297460983,-1.86073247717167,0.960560786167481,-1.09868599688161,0.0210237369963255,-0.471837503660539,-1.24704754906035,0.792775070429659,-1.81096832659541,-1.7630084044252,0.158082023898682,-0.573173304426141,-0.359402392401728,-1.29176073663523,-0.42421616770394,-0.155557063827814,-1.13622082779967
